Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.36,13/09/2018 11:50,,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.31,13/09/2018 11:50,,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.82,13/09/2018 11:50,,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.07,13/09/2018 11:50,,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.39,13/09/2018 11:50,,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.63,13/09/2018 11:50,,,,,,,,,,,,
12/09/2018 11:38,11/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.23,13/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.08,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.1,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.73,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",12.95,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.13,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",14.79,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.37,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.07,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.68,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.06,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.22,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.79,12/09/2018 11:50,,,,,,,,,,,,
11/09/2018 11:38,10/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.26,12/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.03,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.57,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.09,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.08,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",14.63,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.58,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.02,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.64,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.94,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.06,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.63,11/09/2018 11:50,,,,,,,,,,,,
10/09/2018 11:38,09/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.1,11/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.69,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",13.62,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",13.8,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",12.35,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",15.7,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",13.99,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.62,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.64,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.38,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.75,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",13.75,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",13.99,10/09/2018 11:50,,,,,,,,,,,,
09/09/2018 11:38,08/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",14.92,10/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.64,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",13.18,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",13.23,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",11.58,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",15.63,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",13.43,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.48,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.58,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.39,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.62,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",13.38,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",13.43,09/09/2018 11:50,,,,,,,,,,,,
08/09/2018 11:38,07/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",14.56,09/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.91,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",13.65,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",13.83,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",11.98,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",15.94,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",13.51,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.34,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.88,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.67,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.84,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",13.73,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",13.51,08/09/2018 11:50,,,,,,,,,,,,
07/09/2018 11:38,06/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",14.95,08/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.14,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.27,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.85,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.07,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.2,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",14.7,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.79,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.13,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.96,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.09,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.28,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.7,07/09/2018 11:50,,,,,,,,,,,,
06/09/2018 11:38,05/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.24,07/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.16,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.41,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.95,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.12,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.23,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",15.04,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",13.03,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.16,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.99,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.22,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.36,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",15.04,06/09/2018 11:50,,,,,,,,,,,,
05/09/2018 11:38,04/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.36,06/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.39,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",15.12,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",15.51,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.48,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.48,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",15.39,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",13.29,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.41,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",16.04,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.5,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.9,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",15.39,05/09/2018 11:50,,,,,,,,,,,,
04/09/2018 11:38,03/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.7,05/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.27,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",15.12,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",15.62,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",14.27,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.35,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",15.81,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",13.72,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.27,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.83,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.5,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",15.12,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",15.81,04/09/2018 11:50,,,,,,,,,,,,
03/09/2018 11:38,02/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.79,04/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",16.14,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.68,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",15.16,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.67,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.2,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",15.28,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",13.38,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",16.14,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.74,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",15.38,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.72,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",15.28,03/09/2018 11:50,,,,,,,,,,,,
02/09/2018 11:38,01/09/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.53,03/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.91,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.14,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.74,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.04,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",15.94,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",14.37,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.84,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.88,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.6,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.91,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.08,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.37,02/09/2018 11:50,,,,,,,,,,,,
01/09/2018 11:38,31/08/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.06,02/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.84,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.17,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.77,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",12.81,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",15.87,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",14.12,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.58,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.81,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.63,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.77,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.12,01/09/2018 11:50,,,,,,,,,,,,
31/08/2018 11:38,30/08/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",14.8,01/09/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.89,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.33,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.88,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.23,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",15.92,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",14.58,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",12.87,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.86,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.7,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.99,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.14,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",14.58,31/08/2018 11:50,,,,,,,,,,,,
30/08/2018 11:38,29/08/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.03,31/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.98,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.29,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.86,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",13.27,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(NT), D+1",16.03,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(NW), D+1",15.02,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(SC), D+1",13.01,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(SE), D+1",15.96,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(SO), D+1",15.65,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(SW), D+1",14.88,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(WM), D+1",14.18,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(WN), D+1",15.02,30/08/2018 11:50,,,,,,,,,,,,
29/08/2018 11:38,28/08/2018,"Composite Weather Variable, Actual, LDZ(WS), D+1",15.07,30/08/2018 11:50,,,,,,,,,,,,
28/08/2018 11:38,27/08/2018,"Composite Weather Variable, Actual, LDZ(EA), D+1",15.81,29/08/2018 11:50,,,,,,,,,,,,
28/08/2018 11:38,27/08/2018,"Composite Weather Variable, Actual, LDZ(EM), D+1",14.07,29/08/2018 11:50,,,,,,,,,,,,
28/08/2018 11:38,27/08/2018,"Composite Weather Variable, Actual, LDZ(NE), D+1",14.66,29/08/2018 11:50,,,,,,,,,,,,
28/08/2018 11:38,27/08/2018,"Composite Weather Variable, Actual, LDZ(NO), D+1",12.94,29/08/2018 11:50,,,,,,,,,,,,
